1000
[92106429, 0, 6, 12, 14]
select error on 92106954 : [92106954, 20, 3, 12, 8] , correct: [92106954, 20, 3, 12, 1]
select error on 92106955 : [92106955, 17, 7, 7, 20] , correct: [92106955, 17, 7, 7, 13]
select error on 92106956 : [92106956, 17, 15, 12, 16] , correct: [92106956, 17, 15, 12, 18]
select error on 92106957 : [92106957, 18, 11, 1, 5] , correct: [92106957, 18, 11, 1, 6]
select error on 92106958 : [92106958, 16, 20, 3, 11] , correct: [92106958, 16, 20, 3, 19]
select error on 92106959 : [92106959, 4, 6, 11, 15] , correct: [92106959, 4, 6, 11, 7]
select error on 92106960 : [92106960, 10, 14, 16, 11] , correct: [92106960, 10, 14, 16, 2]
select error on 92106961 : [92106961, 20, 7, 12, 15] , correct: [92106961, 20, 7, 12, 17]
select error on 92106962 : [92106962, 18, 16, 5, 9] , correct: [92106962, 18, 16, 5, 10]
select error on 92106963 : [92106963, 14, 4, 0, 11] , correct: [92106963, 14, 4, 0, 1]
select error on 92106964 : [92106964, 9, 1, 20, 6] , correct: [92106964, 9, 1, 20, 8]
select error on 92106965 : [92106965, 6, 3, 16, 9] , correct: [92106965, 6, 3, 16, 18]
select error on 92106966 : [92106966, 17, 11, 14, 17] , correct: [92106966, 17, 11, 14, 8]
select error on 92106967 : [92106967, 7, 2, 18, 2] , correct: [92106967, 7, 2, 18, 12]
select error on 92106968 : [92106968, 2, 10, 17, 13] , correct: [92106968, 2, 10, 17, 9]
select error on 92106969 : [92106969, 7, 15, 1, 2] , correct: [92106969, 7, 15, 1, 1]
select error on 92106970 : [92106970, 0, 19, 17, 3] , correct: [92106970, 0, 19, 17, 9]
select error on 92106971 : [92106971, 5, 10, 14, 5] , correct: [92106971, 5, 10, 14, 13]
select error on 92106972 : [92106972, 9, 3, 6, 17] , correct: [92106972, 9, 3, 6, 5]
select error on 92106973 : [92106973, 1, 7, 4, 5] , correct: [92106973, 1, 7, 4, 4]
select error on 92106974 : [92106974, 17, 9, 17, 5] , correct: [92106974, 17, 9, 17, 3]
select error on 92106975 : [92106975, 19, 1, 6, 11] , correct: [92106975, 19, 1, 6, 12]
select error on 92106976 : [92106976, 1, 19, 19, 14] , correct: [92106976, 1, 19, 19, 2]
select error on 92106977 : [92106977, 16, 15, 7, 5] , correct: [92106977, 16, 15, 7, 15]
select error on 92106978 : [92106978, 10, 18, 18, 15] , correct: [92106978, 10, 18, 18, 7]
select error on 92106979 : [92106979, 18, 18, 11, 6] , correct: [92106979, 18, 18, 11, 11]
select error on 92106981 : [92106981, 4, 0, 8, 15] , correct: [92106981, 4, 0, 8, 19]
select error on 92106982 : [92106982, 1, 12, 6, 9] , correct: [92106982, 1, 12, 6, 18]
select error on 92106983 : [92106983, 3, 20, 15, 18] , correct: [92106983, 3, 20, 15, 14]
select error on 92106984 : [92106984, 16, 17, 14, 19] , correct: [92106984, 16, 17, 14, 5]
select error on 92106985 : [92106985, 17, 4, 16, 9] , correct: [92106985, 17, 4, 16, 14]
select error on 92106986 : [92106986, 3, 18, 10, 11] , correct: [92106986, 3, 18, 10, 17]
select error on 92106987 : [92106987, 14, 3, 16, 4] , correct: [92106987, 14, 3, 16, 5]
select error on 92106988 : [92106988, 20, 3, 18, 4] , correct: [92106988, 20, 3, 18, 6]
select error on 92106989 : [92106989, 2, 18, 1, 3] , correct: [92106989, 2, 18, 1, 18]
select error on 92106990 : [92106990, 0, 10, 20, 18] , correct: [92106990, 0, 10, 20, 1]
select error on 92106991 : [92106991, 10, 12, 2, 4] , correct: [92106991, 10, 12, 2, 6]
select error on 92106992 : [92106992, 8, 13, 15, 19] , correct: [92106992, 8, 13, 15, 9]
select error on 92106993 : [92106993, 8, 1, 0, 2] , correct: [92106993, 8, 1, 0, 14]
select error on 92106994 : [92106994, 18, 11, 20, 0] , correct: [92106994, 18, 11, 20, 19]
select error on 92106995 : [92106995, 4, 18, 16, 1] , correct: [92106995, 4, 18, 16, 3]
select error on 92106996 : [92106996, 15, 12, 14, 9] , correct: [92106996, 15, 12, 14, 10]
select error on 92106997 : [92106997, 5, 10, 10, 1] , correct: [92106997, 5, 10, 10, 10]
select error on 92106998 : [92106998, 1, 1, 7, 9] , correct: [92106998, 1, 1, 7, 17]
select error on 92106999 : [92106999, 3, 20, 9, 0] , correct: [92106999, 3, 20, 9, 19]
select error on 92107000 : [92107000, 19, 8, 14, 2] , correct: [92107000, 19, 8, 14, 12]
select error on 92107001 : [92107001, 3, 12, 13, 14] , correct: [92107001, 3, 12, 13, 15]
select error on 92107002 : [92107002, 9, 5, 12, 12] , correct: [92107002, 9, 5, 12, 7]
select error on 92107003 : [92107003, 4, 8, 4, 19] , correct: [92107003, 4, 8, 4, 12]
select error on 92107004 : [92107004, 17, 0, 20, 15] , correct: [92107004, 17, 0, 20, 5]
select error on 92107005 : [92107005, 7, 15, 12, 11] , correct: [92107005, 7, 15, 12, 4]
select error on 92107006 : [92107006, 0, 9, 10, 20] , correct: [92107006, 0, 9, 10, 19]
select error on 92107007 : [92107007, 1, 3, 9, 6] , correct: [92107007, 1, 3, 9, 3]
select error on 92107008 : [92107008, 9, 13, 7, 11] , correct: [92107008, 9, 13, 7, 18]
select error on 92107010 : [92107010, 20, 3, 8, 17] , correct: [92107010, 20, 3, 8, 12]
select error on 92107011 : [92107011, 12, 12, 19, 5] , correct: [92107011, 12, 12, 19, 3]
select error on 92107012 : [92107012, 18, 19, 20, 19] , correct: [92107012, 18, 19, 20, 14]
select error on 92107013 : [92107013, 7, 15, 17, 2] , correct: [92107013, 7, 15, 17, 16]
select error on 92107014 : [92107014, 4, 14, 0, 12] , correct: [92107014, 4, 14, 0, 2]
select error on 92107015 : [92107015, 14, 13, 2, 3] , correct: [92107015, 14, 13, 2, 11]
select error on 92107016 : [92107016, 12, 18, 9, 3] , correct: [92107016, 12, 18, 9, 13]
select error on 92107017 : [92107017, 14, 7, 12, 1] , correct: [92107017, 14, 7, 12, 0]
select error on 92107018 : [92107018, 2, 2, 1, 12] , correct: [92107018, 2, 2, 1, 16]
select error on 92107019 : [92107019, 15, 15, 20, 20] , correct: [92107019, 15, 15, 20, 17]
select error on 92107020 : [92107020, 16, 8, 5, 3] , correct: [92107020, 16, 8, 5, 13]
select error on 92107021 : [92107021, 18, 15, 10, 9] , correct: [92107021, 18, 15, 10, 20]
select error on 92107022 : [92107022, 13, 16, 4, 3] , correct: [92107022, 13, 16, 4, 15]
select error on 92107023 : [92107023, 2, 19, 15, 5] , correct: [92107023, 2, 19, 15, 10]
select error on 92107024 : [92107024, 2, 19, 1, 20] , correct: [92107024, 2, 19, 1, 14]
select error on 92107025 : [92107025, 14, 8, 12, 2] , correct: [92107025, 14, 8, 12, 15]
select error on 92107026 : [92107026, 16, 12, 16, 5] , correct: [92107026, 16, 12, 16, 16]
select error on 92107027 : [92107027, 17, 19, 17, 7] , correct: [92107027, 17, 19, 17, 9]
select error on 92107028 : [92107028, 3, 8, 5, 4] , correct: [92107028, 3, 8, 5, 2]
select error on 92107029 : [92107029, 8, 19, 17, 5] , correct: [92107029, 8, 19, 17, 1]
select error on 92107031 : [92107031, 3, 13, 8, 14] , correct: [92107031, 3, 13, 8, 5]
select error on 92107032 : [92107032, 19, 13, 8, 5] , correct: [92107032, 19, 13, 8, 17]
select error on 92107033 : [92107033, 20, 7, 20, 16] , correct: [92107033, 20, 7, 20, 4]
select error on 92107034 : [92107034, 6, 10, 2, 17] , correct: [92107034, 6, 10, 2, 19]
select error on 92107035 : [92107035, 18, 4, 5, 18] , correct: [92107035, 18, 4, 5, 1]
select error on 92107036 : [92107036, 20, 6, 14, 0] , correct: [92107036, 20, 6, 14, 4]
select error on 92107037 : [92107037, 5, 5, 17, 3] , correct: [92107037, 5, 5, 17, 0]
select error on 92107038 : [92107038, 8, 18, 7, 10] , correct: [92107038, 8, 18, 7, 6]
select error on 92107039 : [92107039, 4, 14, 16, 19] , correct: [92107039, 4, 14, 16, 20]
select error on 92107040 : [92107040, 16, 6, 6, 10] , correct: [92107040, 16, 6, 6, 3]
select error on 92107041 : [92107041, 5, 15, 9, 5] , correct: [92107041, 5, 15, 9, 2]
select error on 92107042 : [92107042, 17, 10, 4, 6] , correct: [92107042, 17, 10, 4, 13]
select error on 92107043 : [92107043, 0, 4, 12, 7] , correct: [92107043, 0, 4, 12, 4]
select error on 92107045 : [92107045, 11, 1, 19, 3] , correct: [92107045, 11, 1, 19, 15]
select error on 92107046 : [92107046, 6, 15, 10, 1] , correct: [92107046, 6, 15, 10, 6]
select error on 92107047 : [92107047, 2, 17, 13, 9] , correct: [92107047, 2, 17, 13, 12]
select error on 92107048 : [92107048, 14, 18, 0, 4] , correct: [92107048, 14, 18, 0, 9]
select error on 92107050 : [92107050, 11, 2, 7, 19] , correct: [92107050, 11, 2, 7, 15]
select error on 92107051 : [92107051, 19, 7, 9, 14] , correct: [92107051, 19, 7, 9, 8]
select error on 92107052 : [92107052, 9, 15, 15, 12] , correct: [92107052, 9, 15, 15, 5]
select error on 92107053 : [92107053, 12, 13, 11, 19] , correct: [92107053, 12, 13, 11, 8]
select error on 92107054 : [92107054, 7, 1, 20, 12] , correct: [92107054, 7, 1, 20, 16]
select error on 92107055 : [92107055, 18, 2, 1, 3] , correct: [92107055, 18, 2, 1, 6]
select error on 92107056 : [92107056, 1, 11, 12, 4] , correct: [92107056, 1, 11, 12, 6]
select error on 92107057 : [92107057, 18, 4, 7, 7] , correct: [92107057, 18, 4, 7, 16]
select error on 92107058 : [92107058, 8, 13, 11, 10] , correct: [92107058, 8, 13, 11, 14]
select error on 92107059 : [92107059, 5, 10, 5, 20] , correct: [92107059, 5, 10, 5, 13]
select error on 92107060 : [92107060, 1, 9, 14, 19] , correct: [92107060, 1, 9, 14, 20]
select error on 92107061 : [92107061, 1, 5, 2, 16] , correct: [92107061, 1, 5, 2, 15]
select error on 92107062 : [92107062, 12, 8, 7, 5] , correct: [92107062, 12, 8, 7, 17]
select error on 92107063 : [92107063, 14, 4, 8, 18] , correct: [92107063, 14, 4, 8, 12]
select error on 92107064 : [92107064, 5, 4, 11, 17] , correct: [92107064, 5, 4, 11, 7]
select error on 92107065 : [92107065, 15, 0, 0, 16] , correct: [92107065, 15, 0, 0, 1]
select error on 92107066 : [92107066, 11, 16, 20, 2] , correct: [92107066, 11, 16, 20, 4]
select error on 92107067 : [92107067, 6, 12, 15, 10] , correct: [92107067, 6, 12, 15, 16]
select error on 92107068 : [92107068, 9, 2, 20, 9] , correct: [92107068, 9, 2, 20, 3]
select error on 92107069 : [92107069, 15, 16, 7, 4] , correct: [92107069, 15, 16, 7, 9]
select error on 92107070 : [92107070, 1, 9, 12, 10] , correct: [92107070, 1, 9, 12, 8]
select error on 92107071 : [92107071, 12, 18, 11, 15] , correct: [92107071, 12, 18, 11, 10]
select error on 92107072 : [92107072, 6, 19, 9, 11] , correct: [92107072, 6, 19, 9, 9]
select error on 92107073 : [92107073, 17, 2, 20, 9] , correct: [92107073, 17, 2, 20, 14]
select error on 92107074 : [92107074, 2, 11, 18, 0] , correct: [92107074, 2, 11, 18, 7]
select error on 92107075 : [92107075, 11, 13, 1, 14] , correct: [92107075, 11, 13, 1, 0]
select error on 92107076 : [92107076, 13, 12, 8, 17] , correct: [92107076, 13, 12, 8, 3]
select error on 92107077 : [92107077, 8, 5, 3, 7] , correct: [92107077, 8, 5, 3, 16]
select error on 92107078 : [92107078, 2, 19, 12, 5] , correct: [92107078, 2, 19, 12, 15]
select error on 92107079 : [92107079, 14, 9, 2, 8] , correct: [92107079, 14, 9, 2, 19]
select error on 92107080 : [92107080, 0, 10, 7, 15] , correct: [92107080, 0, 10, 7, 0]
select error on 92107081 : [92107081, 15, 18, 3, 8] , correct: [92107081, 15, 18, 3, 3]
select error on 92107082 : [92107082, 10, 9, 16, 7] , correct: [92107082, 10, 9, 16, 15]
select error on 92107083 : [92107083, 15, 6, 4, 9] , correct: [92107083, 15, 6, 4, 15]
select error on 92107084 : [92107084, 19, 19, 19, 14] , correct: [92107084, 19, 19, 19, 5]
select error on 92107085 : [92107085, 9, 9, 12, 11] , correct: [92107085, 9, 9, 12, 8]
select error on 92107086 : [92107086, 15, 12, 5, 2] , correct: [92107086, 15, 12, 5, 0]
select error on 92107087 : [92107087, 20, 13, 0, 10] , correct: [92107087, 20, 13, 0, 2]
select error on 92107088 : [92107088, 17, 2, 7, 1] , correct: [92107088, 17, 2, 7, 0]
select error on 92107089 : [92107089, 10, 3, 15, 20] , correct: [92107089, 10, 3, 15, 4]
select error on 92107090 : [92107090, 17, 3, 18, 9] , correct: [92107090, 17, 3, 18, 17]
select error on 92107091 : [92107091, 4, 20, 18, 18] , correct: [92107091, 4, 20, 18, 17]
select error on 92107092 : [92107092, 0, 3, 2, 9] , correct: [92107092, 0, 3, 2, 6]
select error on 92107093 : [92107093, 5, 10, 9, 6] , correct: [92107093, 5, 10, 9, 13]
select error on 92107094 : [92107094, 17, 5, 0, 12] , correct: [92107094, 17, 5, 0, 8]
select error on 92107095 : [92107095, 19, 19, 1, 13] , correct: [92107095, 19, 19, 1, 15]
select error on 92107096 : [92107096, 1, 14, 1, 4] , correct: [92107096, 1, 14, 1, 2]
select error on 92107097 : [92107097, 14, 3, 8, 1] , correct: [92107097, 14, 3, 8, 17]
select error on 92107098 : [92107098, 0, 14, 18, 17] , correct: [92107098, 0, 14, 18, 15]
select error on 92107099 : [92107099, 6, 7, 19, 10] , correct: [92107099, 6, 7, 19, 1]
select error on 92107100 : [92107100, 3, 5, 10, 17] , correct: [92107100, 3, 5, 10, 1]
select error on 92107101 : [92107101, 10, 10, 6, 10] , correct: [92107101, 10, 10, 6, 11]
select error on 92107102 : [92107102, 10, 12, 19, 9] , correct: [92107102, 10, 12, 19, 10]
select error on 92107103 : [92107103, 5, 9, 14, 13] , correct: [92107103, 5, 9, 14, 0]
select error on 92107104 : [92107104, 17, 14, 13, 2] , correct: [92107104, 17, 14, 13, 17]
select error on 92107105 : [92107105, 6, 2, 18, 5] , correct: [92107105, 6, 2, 18, 11]
select error on 92107106 : [92107106, 10, 10, 2, 9] , correct: [92107106, 10, 10, 2, 5]
select error on 92107107 : [92107107, 4, 11, 12, 0] , correct: [92107107, 4, 11, 12, 2]
select error on 92107109 : [92107109, 12, 17, 6, 7] , correct: [92107109, 12, 17, 6, 14]
select error on 92107112 : [92107112, 9, 4, 20, 17] , correct: [92107112, 9, 4, 20, 19]
select error on 92107113 : [92107113, 19, 13, 5, 10] , correct: [92107113, 19, 13, 5, 3]
select error on 92107114 : [92107114, 6, 18, 10, 3] , correct: [92107114, 6, 18, 10, 2]
select error on 92107115 : [92107115, 16, 2, 0, 7] , correct: [92107115, 16, 2, 0, 8]
select error on 92107116 : [92107116, 3, 10, 8, 2] , correct: [92107116, 3, 10, 8, 19]
select error on 92107117 : [92107117, 15, 1, 9, 17] , correct: [92107117, 15, 1, 9, 7]
select error on 92107118 : [92107118, 6, 4, 19, 15] , correct: [92107118, 6, 4, 19, 9]
select error on 92107119 : [92107119, 2, 9, 7, 1] , correct: [92107119, 2, 9, 7, 13]
select error on 92107120 : [92107120, 2, 16, 20, 16] , correct: [92107120, 2, 16, 20, 2]
select error on 92107121 : [92107121, 12, 7, 2, 16] , correct: [92107121, 12, 7, 2, 8]
select error on 92107122 : [92107122, 0, 0, 16, 9] , correct: [92107122, 0, 0, 16, 17]
select error on 92107123 : [92107123, 14, 9, 6, 13] , correct: [92107123, 14, 9, 6, 0]
select error on 92107124 : [92107124, 8, 18, 13, 19] , correct: [92107124, 8, 18, 13, 12]
select error on 92107125 : [92107125, 8, 16, 17, 0] , correct: [92107125, 8, 16, 17, 19]
select error on 92107127 : [92107127, 12, 9, 4, 10] , correct: [92107127, 12, 9, 4, 17]
select error on 92107128 : [92107128, 11, 20, 4, 16] , correct: [92107128, 11, 20, 4, 5]
select error on 92107129 : [92107129, 9, 20, 10, 9] , correct: [92107129, 9, 20, 10, 3]
select error on 92107130 : [92107130, 18, 14, 9, 1] , correct: [92107130, 18, 14, 9, 2]
select error on 92107131 : [92107131, 12, 18, 10, 16] , correct: [92107131, 12, 18, 10, 13]
select error on 92107133 : [92107133, 18, 7, 5, 12] , correct: [92107133, 18, 7, 5, 5]
select error on 92107134 : [92107134, 18, 7, 11, 20] , correct: [92107134, 18, 7, 11, 12]
select error on 92107135 : [92107135, 2, 9, 0, 12] , correct: [92107135, 2, 9, 0, 19]
select error on 92107136 : [92107136, 13, 8, 15, 4] , correct: [92107136, 13, 8, 15, 0]
select error on 92107137 : [92107137, 5, 18, 18, 0] , correct: [92107137, 5, 18, 18, 11]
select error on 92107138 : [92107138, 4, 12, 7, 16] , correct: [92107138, 4, 12, 7, 8]
select error on 92107139 : [92107139, 18, 15, 13, 1] , correct: [92107139, 18, 15, 13, 0]
select error on 92107140 : [92107140, 18, 6, 13, 4] , correct: [92107140, 18, 6, 13, 1]
select error on 92107141 : [92107141, 10, 4, 4, 16] , correct: [92107141, 10, 4, 4, 20]
select error on 92107142 : [92107142, 12, 6, 13, 6] , correct: [92107142, 12, 6, 13, 18]
select error on 92107143 : [92107143, 1, 4, 2, 15] , correct: [92107143, 1, 4, 2, 2]
select error on 92107144 : [92107144, 17, 0, 5, 12] , correct: [92107144, 17, 0, 5, 0]
select error on 92107145 : [92107145, 1, 10, 18, 5] , correct: [92107145, 1, 10, 18, 20]
select error on 92107146 : [92107146, 11, 14, 15, 14] , correct: [92107146, 11, 14, 15, 4]
select error on 92107147 : [92107147, 6, 9, 12, 20] , correct: [92107147, 6, 9, 12, 10]
select error on 92107148 : [92107148, 4, 7, 13, 18] , correct: [92107148, 4, 7, 13, 4]
select error on 92107149 : [92107149, 7, 11, 18, 7] , correct: [92107149, 7, 11, 18, 4]
select error on 92107150 : [92107150, 5, 3, 11, 15] , correct: [92107150, 5, 3, 11, 8]
select error on 92107151 : [92107151, 4, 7, 9, 9] , correct: [92107151, 4, 7, 9, 3]
select error on 92107152 : [92107152, 2, 17, 0, 2] , correct: [92107152, 2, 17, 0, 15]
select error on 92107153 : [92107153, 2, 18, 20, 19] , correct: [92107153, 2, 18, 20, 7]
select error on 92107154 : [92107154, 11, 9, 2, 13] , correct: [92107154, 11, 9, 2, 12]
select error on 92107155 : [92107155, 20, 0, 1, 17] , correct: [92107155, 20, 0, 1, 3]
select error on 92107156 : [92107156, 4, 0, 20, 14] , correct: [92107156, 4, 0, 20, 4]
select error on 92107157 : [92107157, 15, 9, 17, 1] , correct: [92107157, 15, 9, 17, 11]
select error on 92107158 : [92107158, 13, 19, 17, 12] , correct: [92107158, 13, 19, 17, 16]
select error on 92107159 : [92107159, 20, 18, 9, 11] , correct: [92107159, 20, 18, 9, 8]
select error on 92107160 : [92107160, 17, 0, 12, 2] , correct: [92107160, 17, 0, 12, 3]
select error on 92107161 : [92107161, 19, 10, 7, 2] , correct: [92107161, 19, 10, 7, 7]
select error on 92107162 : [92107162, 17, 11, 12, 3] , correct: [92107162, 17, 11, 12, 1]
select error on 92107163 : [92107163, 1, 10, 16, 12] , correct: [92107163, 1, 10, 16, 0]
select error on 92107164 : [92107164, 13, 3, 15, 10] , correct: [92107164, 13, 3, 15, 19]
select error on 92107165 : [92107165, 7, 13, 20, 15] , correct: [92107165, 7, 13, 20, 4]
select error on 92107166 : [92107166, 12, 11, 0, 14] , correct: [92107166, 12, 11, 0, 13]
select error on 92107167 : [92107167, 9, 9, 18, 2] , correct: [92107167, 9, 9, 18, 16]
select error on 92107168 : [92107168, 12, 13, 19, 10] , correct: [92107168, 12, 13, 19, 1]
select error on 92107169 : [92107169, 0, 18, 16, 0] , correct: [92107169, 0, 18, 16, 2]
select error on 92107170 : [92107170, 9, 12, 7, 4] , correct: [92107170, 9, 12, 7, 5]
select error on 92107171 : [92107171, 14, 3, 6, 12] , correct: [92107171, 14, 3, 6, 5]
select error on 92107172 : [92107172, 0, 8, 12, 10] , correct: [92107172, 0, 8, 12, 11]
select error on 92107173 : [92107173, 0, 4, 13, 4] , correct: [92107173, 0, 4, 13, 15]
select error on 92107174 : [92107174, 7, 6, 8, 8] , correct: [92107174, 7, 6, 8, 6]
select error on 92107175 : [92107175, 10, 13, 11, 19] , correct: [92107175, 10, 13, 11, 0]
select error on 92107176 : [92107176, 18, 9, 16, 2] , correct: [92107176, 18, 9, 16, 13]
select error on 92107177 : [92107177, 2, 3, 4, 9] , correct: [92107177, 2, 3, 4, 3]
select error on 92107178 : [92107178, 9, 12, 20, 12] , correct: [92107178, 9, 12, 20, 0]
select error on 92107179 : [92107179, 15, 18, 5, 15] , correct: [92107179, 15, 18, 5, 7]
select error on 92107180 : [92107180, 19, 17, 13, 20] , correct: [92107180, 19, 17, 13, 5]
select error on 92107181 : [92107181, 16, 5, 9, 2] , correct: [92107181, 16, 5, 9, 6]
select error on 92107182 : [92107182, 7, 9, 5, 1] , correct: [92107182, 7, 9, 5, 20]
select error on 92107184 : [92107184, 0, 6, 19, 8] , correct: [92107184, 0, 6, 19, 13]
select error on 92107185 : [92107185, 6, 20, 20, 5] , correct: [92107185, 6, 20, 20, 15]
select error on 92107187 : [92107187, 10, 5, 20, 5] , correct: [92107187, 10, 5, 20, 7]
select error on 92107188 : [92107188, 16, 16, 10, 5] , correct: [92107188, 16, 16, 10, 0]
select error on 92107189 : [92107189, 15, 9, 1, 5] , correct: [92107189, 15, 9, 1, 19]
select error on 92107190 : [92107190, 0, 7, 0, 13] , correct: [92107190, 0, 7, 0, 18]
select error on 92107192 : [92107192, 8, 9, 20, 3] , correct: [92107192, 8, 9, 20, 2]
select error on 92107193 : [92107193, 16, 11, 20, 12] , correct: [92107193, 16, 11, 20, 13]
select error on 92107194 : [92107194, 13, 0, 2, 15] , correct: [92107194, 13, 0, 2, 3]
select error on 92107195 : [92107195, 12, 9, 7, 12] , correct: [92107195, 12, 9, 7, 15]
select error on 92107196 : [92107196, 1, 4, 0, 4] , correct: [92107196, 1, 4, 0, 12]
select error on 92107197 : [92107197, 4, 16, 17, 9] , correct: [92107197, 4, 16, 17, 4]
select error on 92107198 : [92107198, 15, 3, 20, 14] , correct: [92107198, 15, 3, 20, 18]
select error on 92107199 : [92107199, 4, 15, 6, 15] , correct: [92107199, 4, 15, 6, 1]
select error on 92107200 : [92107200, 6, 2, 13, 11] , correct: [92107200, 6, 2, 13, 13]
select error on 92107201 : [92107201, 1, 10, 9, 20] , correct: [92107201, 1, 10, 9, 1]
select error on 92107202 : [92107202, 10, 15, 8, 18] , correct: [92107202, 10, 15, 8, 4]
select error on 92107203 : [92107203, 20, 2, 11, 16] , correct: [92107203, 20, 2, 11, 19]
select error on 92107205 : [92107205, 13, 2, 15, 0] , correct: [92107205, 13, 2, 15, 18]
select error on 92107206 : [92107206, 7, 0, 1, 14] , correct: [92107206, 7, 0, 1, 0]
select error on 92107207 : [92107207, 13, 11, 4, 5] , correct: [92107207, 13, 11, 4, 6]
select error on 92107208 : [92107208, 16, 14, 1, 14] , correct: [92107208, 16, 14, 1, 6]
select error on 92107209 : [92107209, 13, 6, 4, 4] , correct: [92107209, 13, 6, 4, 3]
select error on 92107210 : [92107210, 10, 17, 16, 5] , correct: [92107210, 10, 17, 16, 4]
select error on 92107212 : [92107212, 17, 3, 14, 4] , correct: [92107212, 17, 3, 14, 3]
select error on 92107213 : [92107213, 18, 19, 17, 6] , correct: [92107213, 18, 19, 17, 2]
select error on 92107214 : [92107214, 11, 13, 15, 9] , correct: [92107214, 11, 13, 15, 4]
select error on 92107215 : [92107215, 2, 13, 16, 16] , correct: [92107215, 2, 13, 16, 7]
select error on 92107216 : [92107216, 10, 5, 18, 5] , correct: [92107216, 10, 5, 18, 18]
select error on 92107217 : [92107217, 1, 7, 16, 11] , correct: [92107217, 1, 7, 16, 2]
select error on 92107218 : [92107218, 5, 9, 20, 2] , correct: [92107218, 5, 9, 20, 6]
select error on 92107220 : [92107220, 9, 17, 19, 4] , correct: [92107220, 9, 17, 19, 17]
select error on 92107221 : [92107221, 10, 14, 1, 4] , correct: [92107221, 10, 14, 1, 10]
select error on 92107222 : [92107222, 0, 20, 7, 12] , correct: [92107222, 0, 20, 7, 3]
select error on 92107223 : [92107223, 5, 8, 7, 6] , correct: [92107223, 5, 8, 7, 10]
select error on 92107224 : [92107224, 5, 16, 10, 19] , correct: [92107224, 5, 16, 10, 0]
select error on 92107225 : [92107225, 11, 14, 0, 8] , correct: [92107225, 11, 14, 0, 14]
select error on 92107226 : [92107226, 14, 9, 14, 18] , correct: [92107226, 14, 9, 14, 19]
select error on 92107227 : [92107227, 0, 2, 0, 8] , correct: [92107227, 0, 2, 0, 12]
select error on 92107228 : [92107228, 15, 12, 20, 12] , correct: [92107228, 15, 12, 20, 9]
select error on 92107229 : [92107229, 13, 15, 5, 19] , correct: [92107229, 13, 15, 5, 2]
select error on 92107230 : [92107230, 16, 4, 8, 7] , correct: [92107230, 16, 4, 8, 14]
select error on 92107231 : [92107231, 15, 8, 12, 14] , correct: [92107231, 15, 8, 12, 6]
select error on 92107232 : [92107232, 0, 1, 4, 17] , correct: [92107232, 0, 1, 4, 0]
select error on 92107233 : [92107233, 8, 12, 5, 3] , correct: [92107233, 8, 12, 5, 10]
select error on 92107234 : [92107234, 5, 8, 1, 1] , correct: [92107234, 5, 8, 1, 2]
select error on 92107235 : [92107235, 15, 13, 13, 4] , correct: [92107235, 15, 13, 13, 7]
select error on 92107236 : [92107236, 11, 18, 12, 15] , correct: [92107236, 11, 18, 12, 14]
select error on 92107237 : [92107237, 15, 12, 10, 11] , correct: [92107237, 15, 12, 10, 19]
select error on 92107238 : [92107238, 12, 7, 9, 11] , correct: [92107238, 12, 7, 9, 19]
select error on 92107239 : [92107239, 8, 3, 14, 6] , correct: [92107239, 8, 3, 14, 3]
select error on 92107240 : [92107240, 17, 13, 16, 11] , correct: [92107240, 17, 13, 16, 9]
select error on 92107241 : [92107241, 6, 2, 2, 10] , correct: [92107241, 6, 2, 2, 14]
select error on 92107242 : [92107242, 1, 6, 10, 1] , correct: [92107242, 1, 6, 10, 0]
select error on 92107243 : [92107243, 12, 1, 1, 16] , correct: [92107243, 12, 1, 1, 17]
select error on 92107244 : [92107244, 7, 9, 19, 18] , correct: [92107244, 7, 9, 19, 17]
select error on 92107245 : [92107245, 1, 7, 1, 15] , correct: [92107245, 1, 7, 1, 12]
select error on 92107246 : [92107246, 12, 0, 10, 17] , correct: [92107246, 12, 0, 10, 8]
select error on 92107247 : [92107247, 16, 0, 19, 19] , correct: [92107247, 16, 0, 19, 2]
select error on 92107248 : [92107248, 14, 18, 4, 20] , correct: [92107248, 14, 18, 4, 8]
select error on 92107249 : [92107249, 7, 4, 10, 12] , correct: [92107249, 7, 4, 10, 3]
select error on 92107250 : [92107250, 17, 10, 14, 3] , correct: [92107250, 17, 10, 14, 18]
select error on 92107252 : [92107252, 16, 5, 7, 20] , correct: [92107252, 16, 5, 7, 17]
select error on 92107253 : [92107253, 19, 10, 7, 17] , correct: [92107253, 19, 10, 7, 2]
select error on 92107254 : [92107254, 11, 12, 5, 2] , correct: [92107254, 11, 12, 5, 20]
select error on 92107255 : [92107255, 1, 11, 13, 11] , correct: [92107255, 1, 11, 13, 2]
select error on 92107256 : [92107256, 17, 12, 8, 0] , correct: [92107256, 17, 12, 8, 1]
select error on 92107257 : [92107257, 10, 10, 3, 19] , correct: [92107257, 10, 10, 3, 3]
select error on 92107258 : [92107258, 7, 8, 5, 3] , correct: [92107258, 7, 8, 5, 1]
select error on 92107259 : [92107259, 19, 16, 18, 0] , correct: [92107259, 19, 16, 18, 9]
select error on 92107261 : [92107261, 16, 19, 4, 18] , correct: [92107261, 16, 19, 4, 14]
select error on 92107262 : [92107262, 19, 18, 7, 5] , correct: [92107262, 19, 18, 7, 12]
